month,mother_age,child_gender,mother_race,birth_count
2021-12,40  -  44,M,CHINESE,41
2021-12,40  -  44,F,INDIANS,5
2021-12,40  -  44,M,INDIANS,4
2021-12,40  -  44,F,MALAYS,15
2021-12,40  -  44,M,MALAYS,13
2021-12,40  -  44,F,OTHERS,9
2021-12,40  -  44,M,OTHERS,13
2021-12,45  -  49,F,CHINESE,1
2021-12,45  -  49,M,CHINESE,1
2021-12,45  -  49,F,OTHERS,1
2021-12,45  -  49,M,OTHERS,2
2022-01,15  -  19,F,CHINESE,2
2022-01,15  -  19,F,MALAYS,10
2022-01,15  -  19,M,MALAYS,8
2022-01,20  -  24,F,CHINESE,21
2022-01,20  -  24,M,CHINESE,11
2022-01,20  -  24,F,INDIANS,7
2022-01,20  -  24,M,INDIANS,13
2022-01,20  -  24,F,MALAYS,28
2022-01,20  -  24,M,MALAYS,30
2022-01,20  -  24,F,OTHERS,3
2022-01,20  -  24,M,OTHERS,3
2022-01,25  -  29,F,CHINESE,145
2022-01,25  -  29,M,CHINESE,144
2022-01,25  -  29,F,INDIANS,32
2022-01,25  -  29,M,INDIANS,36
2022-01,25  -  29,F,MALAYS,121
2022-01,25  -  29,M,MALAYS,111
2022-01,25  -  29,F,OTHERS,12
2022-01,25  -  29,M,OTHERS,33
2022-01,30  -  34,F,CHINESE,426
2022-01,30  -  34,M,CHINESE,468
2022-01,30  -  34,F,INDIANS,82
2022-01,30  -  34,M,INDIANS,73
2022-01,30  -  34,F,MALAYS,115
2022-01,30  -  34,M,MALAYS,129
2022-01,30  -  34,F,OTHERS,70
2022-01,30  -  34,M,OTHERS,57
2022-01,35  -  39,F,CHINESE,238
2022-01,35  -  39,M,CHINESE,248
2022-01,35  -  39,F,INDIANS,40
2022-01,35  -  39,M,INDIANS,37
2022-01,35  -  39,F,MALAYS,60
2022-01,35  -  39,M,MALAYS,62
2022-01,35  -  39,F,OTHERS,47
2022-01,35  -  39,M,OTHERS,55
2022-01,40  -  44,F,CHINESE,41
2022-01,40  -  44,M,CHINESE,46
2022-01,40  -  44,F,INDIANS,5
2022-01,40  -  44,M,INDIANS,3
2022-01,40  -  44,F,MALAYS,10
2022-01,40  -  44,M,MALAYS,5
2022-01,40  -  44,F,OTHERS,13
2022-01,40  -  44,M,OTHERS,16
2022-01,45  -  49,F,CHINESE,1
2022-01,45  -  49,M,CHINESE,2
2022-01,45  -  49,M,MALAYS,1
2022-01,45  -  49,M,OTHERS,1
2022-01,50  -  54,F,INDIANS,1
2022-02,15  -  19,F,CHINESE,4
2022-02,15  -  19,M,CHINESE,2
2022-02,15  -  19,F,MALAYS,7
2022-02,15  -  19,M,MALAYS,9
2022-02,15  -  19,M,OTHERS,1
2022-02,20  -  24,F,CHINESE,11
2022-02,20  -  24,M,CHINESE,9
2022-02,20  -  24,F,INDIANS,3
2022-02,20  -  24,M,INDIANS,7
2022-02,20  -  24,F,MALAYS,23
2022-02,20  -  24,M,MALAYS,25
2022-02,20  -  24,M,OTHERS,5
2022-02,25  -  29,F,CHINESE,133
2022-02,25  -  29,M,CHINESE,134
2022-02,25  -  29,F,INDIANS,32
2022-02,25  -  29,M,INDIANS,24
2022-02,25  -  29,F,MALAYS,101
2022-02,25  -  29,M,MALAYS,118
2022-02,25  -  29,F,OTHERS,20
2022-02,25  -  29,M,OTHERS,18
2022-02,30  -  34,F,CHINESE,371
2022-02,30  -  34,M,CHINESE,424
2022-02,30  -  34,F,INDIANS,73
2022-02,30  -  34,M,INDIANS,76
2022-02,30  -  34,F,MALAYS,116
2022-02,30  -  34,M,MALAYS,122
2022-02,30  -  34,F,OTHERS,74
2022-02,30  -  34,M,OTHERS,67
2022-02,35  -  39,F,CHINESE,223
2022-02,35  -  39,M,CHINESE,222
2022-02,35  -  39,F,INDIANS,30
2022-02,35  -  39,M,INDIANS,39
2022-02,35  -  39,F,MALAYS,57
2022-02,35  -  39,M,MALAYS,49
2022-02,35  -  39,F,OTHERS,51
2022-02,35  -  39,M,OTHERS,43
2022-02,40  -  44,F,CHINESE,33
2022-02,40  -  44,M,CHINESE,32
2022-02,40  -  44,F,INDIANS,2
2022-02,40  -  44,M,INDIANS,7
2022-02,40  -  44,F,MALAYS,12
2022-02,40  -  44,M,MALAYS,13
2022-02,40  -  44,F,OTHERS,10
2022-02,40  -  44,M,OTHERS,9
2022-02,45  -  49,F,CHINESE,3
2022-02,45  -  49,M,MALAYS,2
2022-02,45  -  49,M,OTHERS,2
2022-03,15  -  19,F,CHINESE,1
2022-03,15  -  19,M,CHINESE,1
2022-03,15  -  19,M,INDIANS,1
2022-03,15  -  19,F,MALAYS,6
2022-03,15  -  19,M,MALAYS,6
2022-03,15  -  19,M,OTHERS,1
2022-03,20  -  24,F,CHINESE,23
2022-03,20  -  24,M,CHINESE,14
2022-03,20  -  24,F,INDIANS,6
2022-03,20  -  24,M,INDIANS,8
2022-03,20  -  24,F,MALAYS,33
2022-03,20  -  24,M,MALAYS,32
2022-03,20  -  24,F,OTHERS,5
2022-03,20  -  24,M,OTHERS,2
2022-03,25  -  29,F,CHINESE,133
2022-03,25  -  29,M,CHINESE,161
2022-03,25  -  29,F,INDIANS,40
2022-03,25  -  29,M,INDIANS,37
2022-03,25  -  29,F,MALAYS,125
2022-03,25  -  29,M,MALAYS,127
2022-03,25  -  29,F,OTHERS,15
2022-03,25  -  29,M,OTHERS,22
2022-03,30  -  34,F,CHINESE,389
2022-03,30  -  34,M,CHINESE,397
2022-03,30  -  34,F,INDIANS,80
2022-03,30  -  34,M,INDIANS,75
2022-03,30  -  34,F,MALAYS,138
2022-03,30  -  34,M,MALAYS,128
2022-03,30  -  34,F,OTHERS,60
2022-03,30  -  34,M,OTHERS,66
2022-03,35  -  39,F,CHINESE,200
2022-03,35  -  39,M,CHINESE,246
2022-03,35  -  39,F,INDIANS,37
2022-03,35  -  39,M,INDIANS,44
2022-03,35  -  39,F,MALAYS,56
2022-03,35  -  39,M,MALAYS,71
2022-03,35  -  39,F,OTHERS,55
2022-03,35  -  39,M,OTHERS,58
2022-03,40  -  44,F,CHINESE,44
2022-03,40  -  44,M,CHINESE,39
2022-03,40  -  44,F,INDIANS,6
2022-03,40  -  44,M,INDIANS,12
2022-03,40  -  44,F,MALAYS,14
2022-03,40  -  44,M,MALAYS,4
2022-03,40  -  44,F,OTHERS,15
2022-03,40  -  44,M,OTHERS,6
2022-03,45  -  49,F,CHINESE,2
2022-03,45  -  49,M,CHINESE,2
2022-03,45  -  49,M,MALAYS,1
2022-03,45  -  49,M,OTHERS,1
2022-04,15  -  19,F,CHINESE,1
2022-04,15  -  19,M,CHINESE,3
2022-04,15  -  19,F,INDIANS,1
2022-04,15  -  19,M,INDIANS,1
2022-04,15  -  19,F,MALAYS,5
2022-04,15  -  19,M,MALAYS,4
2022-04,20  -  24,F,CHINESE,19
2022-04,20  -  24,M,CHINESE,19
2022-04,20  -  24,F,INDIANS,8
2022-04,20  -  24,M,INDIANS,4
2022-04,20  -  24,F,MALAYS,27
2022-04,20  -  24,M,MALAYS,23
2022-04,20  -  24,F,OTHERS,2
2022-04,20  -  24,M,OTHERS,4
2022-04,25  -  29,F,CHINESE,108
2022-04,25  -  29,M,CHINESE,121
2022-04,25  -  29,F,INDIANS,31
2022-04,25  -  29,M,INDIANS,27
2022-04,25  -  29,F,MALAYS,110
2022-04,25  -  29,M,MALAYS,124
2022-04,25  -  29,F,OTHERS,14
2022-04,25  -  29,M,OTHERS,13
2022-04,30  -  34,F,CHINESE,370
2022-04,30  -  34,M,CHINESE,371
2022-04,30  -  34,F,INDIANS,51
2022-04,30  -  34,M,INDIANS,57
2022-04,30  -  34,F,MALAYS,129
2022-04,30  -  34,M,MALAYS,129
2022-04,30  -  34,F,OTHERS,52
2022-04,30  -  34,M,OTHERS,57
2022-04,35  -  39,F,CHINESE,182
2022-04,35  -  39,M,CHINESE,216
2022-04,35  -  39,F,INDIANS,35
2022-04,35  -  39,M,INDIANS,29
2022-04,35  -  39,F,MALAYS,51
2022-04,35  -  39,M,MALAYS,48
2022-04,35  -  39,F,OTHERS,52
2022-04,35  -  39,M,OTHERS,48
2022-04,40  -  44,F,CHINESE,39
2022-04,40  -  44,M,CHINESE,43
2022-04,40  -  44,F,INDIANS,2
2022-04,40  -  44,M,INDIANS,6
2022-04,40  -  44,F,MALAYS,10
2022-04,40  -  44,M,MALAYS,15
2022-04,40  -  44,F,OTHERS,8
2022-04,40  -  44,M,OTHERS,13
2022-04,45  -  49,F,OTHERS,1
2022-05,15  -  19,F,CHINESE,1
2022-05,15  -  19,M,CHINESE,4
2022-05,15  -  19,F,INDIANS,1
2022-05,15  -  19,F,MALAYS,6
2022-05,15  -  19,M,MALAYS,7
2022-05,15  -  19,F,OTHERS,1
2022-05,15  -  19,M,OTHERS,1
2022-05,20  -  24,F,CHINESE,16
2022-05,20  -  24,M,CHINESE,11
2022-05,20  -  24,F,INDIANS,5
2022-05,20  -  24,M,INDIANS,10
2022-05,20  -  24,F,MALAYS,20
2022-05,20  -  24,M,MALAYS,25
2022-05,20  -  24,F,OTHERS,3
2022-05,20  -  24,M,OTHERS,6
2022-05,25  -  29,F,CHINESE,119
2022-05,25  -  29,M,CHINESE,141
2022-05,25  -  29,F,INDIANS,29
2022-05,25  -  29,M,INDIANS,44
2022-05,25  -  29,F,MALAYS,97
2022-05,25  -  29,M,MALAYS,101
2022-05,25  -  29,F,OTHERS,22
2022-05,25  -  29,M,OTHERS,26
2022-05,30  -  34,F,CHINESE,386
2022-05,30  -  34,M,CHINESE,393
2022-05,30  -  34,F,INDIANS,65
2022-05,30  -  34,M,INDIANS,76
2022-05,30  -  34,F,MALAYS,114
2022-05,30  -  34,M,MALAYS,135
2022-05,30  -  34,F,OTHERS,47
2022-05,30  -  34,M,OTHERS,43
2022-05,35  -  39,F,CHINESE,213
2022-05,35  -  39,M,CHINESE,238
2022-05,35  -  39,F,INDIANS,23
2022-05,35  -  39,M,INDIANS,44
2022-05,35  -  39,F,MALAYS,46
2022-05,35  -  39,M,MALAYS,58
2022-05,35  -  39,F,OTHERS,56
2022-05,35  -  39,M,OTHERS,65
2022-05,40  -  44,F,CHINESE,55
2022-05,40  -  44,M,CHINESE,47
2022-05,40  -  44,F,INDIANS,4
2022-05,40  -  44,M,INDIANS,7
2022-05,40  -  44,F,MALAYS,11
2022-05,40  -  44,M,MALAYS,13
2022-05,40  -  44,F,OTHERS,12
2022-05,40  -  44,M,OTHERS,12
2022-05,45  -  49,F,CHINESE,4
2022-05,45  -  49,M,CHINESE,3
2022-06,15  -  19,F,CHINESE,5
2022-06,15  -  19,M,CHINESE,2
2022-06,15  -  19,F,INDIANS,2
2022-06,15  -  19,F,MALAYS,3
2022-06,15  -  19,M,MALAYS,6
2022-06,15  -  19,M,OTHERS,1
2022-06,20  -  24,F,CHINESE,13
2022-06,20  -  24,M,CHINESE,14
2022-06,20  -  24,F,INDIANS,12
2022-06,20  -  24,M,INDIANS,11
2022-06,20  -  24,F,MALAYS,23
2022-06,20  -  24,M,MALAYS,23
2022-06,20  -  24,F,OTHERS,3
2022-06,20  -  24,M,OTHERS,3
2022-06,25  -  29,F,CHINESE,135
2022-06,25  -  29,M,CHINESE,137
2022-06,25  -  29,F,INDIANS,41
2022-06,25  -  29,M,INDIANS,29
2022-06,25  -  29,F,MALAYS,118
2022-06,25  -  29,M,MALAYS,110
2022-06,25  -  29,F,OTHERS,23
2022-06,25  -  29,M,OTHERS,21
2022-06,30  -  34,F,CHINESE,399
2022-06,30  -  34,M,CHINESE,407
2022-06,30  -  34,F,INDIANS,65
2022-06,30  -  34,M,INDIANS,63
2022-06,30  -  34,F,MALAYS,111
2022-06,30  -  34,M,MALAYS,116
2022-06,30  -  34,F,OTHERS,52
2022-06,30  -  34,M,OTHERS,60
2022-06,35  -  39,F,CHINESE,218
2022-06,35  -  39,M,CHINESE,261
2022-06,35  -  39,F,INDIANS,40
2022-06,35  -  39,M,INDIANS,44
2022-06,35  -  39,F,MALAYS,60
2022-06,35  -  39,M,MALAYS,62
2022-06,35  -  39,F,OTHERS,50
2022-06,35  -  39,M,OTHERS,52
2022-06,40  -  44,F,CHINESE,31
2022-06,40  -  44,M,CHINESE,44
2022-06,40  -  44,F,INDIANS,2
2022-06,40  -  44,M,INDIANS,5
2022-06,40  -  44,F,MALAYS,7
2022-06,40  -  44,M,MALAYS,13
2022-06,40  -  44,F,OTHERS,13
2022-06,40  -  44,M,OTHERS,15
2022-06,45  -  49,M,CHINESE,1
2022-06,45  -  49,M,MALAYS,1
2022-06,45  -  49,F,OTHERS,3
2022-06,Under 15,M,MALAYS,1
2022-07,15  -  19,F,CHINESE,1
2022-07,15  -  19,F,INDIANS,1
2022-07,15  -  19,F,MALAYS,5
2022-07,15  -  19,M,MALAYS,5
2022-07,20  -  24,F,CHINESE,21
2022-07,20  -  24,M,CHINESE,16
2022-07,20  -  24,F,INDIANS,6
2022-07,20  -  24,M,INDIANS,6
2022-07,20  -  24,F,MALAYS,26
2022-07,20  -  24,M,MALAYS,31
2022-07,20  -  24,F,OTHERS,3
2022-07,25  -  29,F,CHINESE,132
2022-07,25  -  29,M,CHINESE,165
2022-07,25  -  29,F,INDIANS,38
2022-07,25  -  29,M,INDIANS,31
2022-07,25  -  29,F,MALAYS,105
2022-07,25  -  29,M,MALAYS,121
2022-07,25  -  29,F,OTHERS,27
2022-07,25  -  29,M,OTHERS,17
2022-07,30  -  34,F,CHINESE,384
2022-07,30  -  34,M,CHINESE,412
2022-07,30  -  34,F,INDIANS,64
2022-07,30  -  34,M,INDIANS,79
2022-07,30  -  34,F,MALAYS,109
2022-07,30  -  34,M,MALAYS,136
2022-07,30  -  34,F,OTHERS,59
2022-07,30  -  34,M,OTHERS,55
2022-07,35  -  39,F,CHINESE,199
2022-07,35  -  39,M,CHINESE,252
2022-07,35  -  39,F,INDIANS,24
2022-07,35  -  39,M,INDIANS,39
2022-07,35  -  39,F,MALAYS,45
2022-07,35  -  39,M,MALAYS,59
2022-07,35  -  39,F,OTHERS,55
2022-07,35  -  39,M,OTHERS,50
2022-07,40  -  44,F,CHINESE,41
2022-07,40  -  44,M,CHINESE,42
2022-07,40  -  44,F,INDIANS,5
2022-07,40  -  44,M,INDIANS,7
2022-07,40  -  44,F,MALAYS,11
2022-07,40  -  44,M,MALAYS,18
2022-07,40  -  44,F,OTHERS,15
2022-07,40  -  44,M,OTHERS,15
2022-07,45  -  49,F,CHINESE,1
2022-07,45  -  49,M,CHINESE,3
2022-07,45  -  49,F,MALAYS,1
2022-07,45  -  49,M,OTHERS,1
2022-07,Under 15,F,INDIANS,1
2022-08,15  -  19,F,CHINESE,3
2022-08,15  -  19,M,CHINESE,1
2022-08,15  -  19,F,INDIANS,2
2022-08,15  -  19,F,MALAYS,6
2022-08,15  -  19,M,MALAYS,5
2022-08,20  -  24,F,CHINESE,12
2022-08,20  -  24,M,CHINESE,17
2022-08,20  -  24,F,INDIANS,9
2022-08,20  -  24,M,INDIANS,8
2022-08,20  -  24,F,MALAYS,37
2022-08,20  -  24,M,MALAYS,28
2022-08,20  -  24,F,OTHERS,3
2022-08,20  -  24,M,OTHERS,3
2022-08,25  -  29,F,CHINESE,134
2022-08,25  -  29,M,CHINESE,150
2022-08,25  -  29,F,INDIANS,36
2022-08,25  -  29,M,INDIANS,17
2022-08,25  -  29,F,MALAYS,111
2022-08,25  -  29,M,MALAYS,120
2022-08,25  -  29,F,OTHERS,19
2022-08,25  -  29,M,OTHERS,22
2022-08,30  -  34,F,CHINESE,425
2022-08,30  -  34,M,CHINESE,475
2022-08,30  -  34,F,INDIANS,69
2022-08,30  -  34,M,INDIANS,63
2022-08,30  -  34,F,MALAYS,115
2022-08,30  -  34,M,MALAYS,121
2022-08,30  -  34,F,OTHERS,75
2022-08,30  -  34,M,OTHERS,61
2022-08,35  -  39,F,CHINESE,198
2022-08,35  -  39,M,CHINESE,237
2022-08,35  -  39,F,INDIANS,26
2022-08,35  -  39,M,INDIANS,41
2022-08,35  -  39,F,MALAYS,48
2022-08,35  -  39,M,MALAYS,49
2022-08,35  -  39,F,OTHERS,58
2022-08,35  -  39,M,OTHERS,48
2022-08,40  -  44,F,CHINESE,68
2022-08,40  -  44,M,CHINESE,53
2022-08,40  -  44,F,INDIANS,2
2022-08,40  -  44,M,INDIANS,7
2022-08,40  -  44,F,MALAYS,12
2022-08,40  -  44,M,MALAYS,7
2022-08,40  -  44,F,OTHERS,13
2022-08,40  -  44,M,OTHERS,13
2022-08,45  -  49,F,CHINESE,3
2022-08,45  -  49,M,CHINESE,3
2022-08,45  -  49,M,MALAYS,1
2022-08,55 & Over,M,CHINESE,1
2022-09,15  -  19,F,CHINESE,3
2022-09,15  -  19,M,CHINESE,5
2022-09,15  -  19,F,INDIANS,2
2022-09,15  -  19,M,INDIANS,1
2022-09,15  -  19,F,MALAYS,5
2022-09,15  -  19,M,MALAYS,6
2022-09,20  -  24,F,CHINESE,18
2022-09,20  -  24,M,CHINESE,23
2022-09,20  -  24,F,INDIANS,5
2022-09,20  -  24,M,INDIANS,6
2022-09,20  -  24,F,MALAYS,45
2022-09,20  -  24,M,MALAYS,28
2022-09,20  -  24,F,OTHERS,4
2022-09,20  -  24,M,OTHERS,9
2022-09,25  -  29,F,CHINESE,145
2022-09,25  -  29,M,CHINESE,151
2022-09,25  -  29,F,INDIANS,32
2022-09,25  -  29,M,INDIANS,43
2022-09,25  -  29,F,MALAYS,126
2022-09,25  -  29,M,MALAYS,144
2022-09,25  -  29,F,OTHERS,21
2022-09,25  -  29,M,OTHERS,24
2022-09,30  -  34,F,CHINESE,445
2022-09,30  -  34,M,CHINESE,498
2022-09,30  -  34,F,INDIANS,56
2022-09,30  -  34,M,INDIANS,68
2022-09,30  -  34,F,MALAYS,146
2022-09,30  -  34,M,MALAYS,143
2022-09,30  -  34,F,OTHERS,66
2022-09,30  -  34,M,OTHERS,64
2022-09,35  -  39,F,CHINESE,233
2022-09,35  -  39,M,CHINESE,284
2022-09,35  -  39,F,INDIANS,35
2022-09,35  -  39,M,INDIANS,41
2022-09,35  -  39,F,MALAYS,48
2022-09,35  -  39,M,MALAYS,65
2022-09,35  -  39,F,OTHERS,64
2022-09,35  -  39,M,OTHERS,53
2022-09,40  -  44,F,CHINESE,46
2022-09,40  -  44,M,CHINESE,55
2022-09,40  -  44,F,INDIANS,10
2022-09,40  -  44,M,INDIANS,11
2022-09,40  -  44,F,MALAYS,12
2022-09,40  -  44,M,MALAYS,12
2022-09,40  -  44,F,OTHERS,13
2022-09,40  -  44,M,OTHERS,12
2022-09,45  -  49,F,CHINESE,3
2022-09,45  -  49,M,CHINESE,2
2022-09,45  -  49,F,MALAYS,1
2022-09,45  -  49,M,OTHERS,1
2022-10,15  -  19,F,CHINESE,5
2022-10,15  -  19,M,CHINESE,5
2022-10,15  -  19,F,INDIANS,1
2022-10,15  -  19,M,INDIANS,1
2022-10,15  -  19,F,MALAYS,4
2022-10,15  -  19,M,MALAYS,7
2022-10,15  -  19,F,OTHERS,1
2022-10,20  -  24,F,CHINESE,15
2022-10,20  -  24,M,CHINESE,21
2022-10,20  -  24,F,INDIANS,11
2022-10,20  -  24,M,INDIANS,6
2022-10,20  -  24,F,MALAYS,23
2022-10,20  -  24,M,MALAYS,22
2022-10,20  -  24,F,OTHERS,5
2022-10,20  -  24,M,OTHERS,2
2022-10,25  -  29,F,CHINESE,137
2022-10,25  -  29,M,CHINESE,125
2022-10,25  -  29,F,INDIANS,33
2022-10,25  -  29,M,INDIANS,32
2022-10,25  -  29,F,MALAYS,109
2022-10,25  -  29,M,MALAYS,114
2022-10,25  -  29,F,OTHERS,17
2022-10,25  -  29,M,OTHERS,31
2022-10,30  -  34,F,CHINESE,423
2022-10,30  -  34,M,CHINESE,429
2022-10,30  -  34,F,INDIANS,68
2022-10,30  -  34,M,INDIANS,79
2022-10,30  -  34,F,MALAYS,131
2022-10,30  -  34,M,MALAYS,140
2022-10,30  -  34,F,OTHERS,75
2022-10,30  -  34,M,OTHERS,80
2022-10,35  -  39,F,CHINESE,226
2022-10,35  -  39,M,CHINESE,240
2022-10,35  -  39,F,INDIANS,32
2022-10,35  -  39,M,INDIANS,34
2022-10,35  -  39,F,MALAYS,45
2022-10,35  -  39,M,MALAYS,44
2022-10,35  -  39,F,OTHERS,51
2022-10,35  -  39,M,OTHERS,68
2022-10,40  -  44,F,CHINESE,51
2022-10,40  -  44,M,CHINESE,49
2022-10,40  -  44,F,INDIANS,3
2022-10,40  -  44,M,INDIANS,6
2022-10,40  -  44,F,MALAYS,13
2022-10,40  -  44,M,MALAYS,9
2022-10,40  -  44,F,OTHERS,13
2022-10,40  -  44,M,OTHERS,22
2022-10,45  -  49,F,CHINESE,1
2022-10,45  -  49,M,CHINESE,1
2022-10,45  -  49,M,OTHERS,1
2022-11,15  -  19,M,CHINESE,1
2022-11,15  -  19,M,INDIANS,2
2022-11,15  -  19,F,MALAYS,5
2022-11,15  -  19,M,MALAYS,2
2022-11,15  -  19,M,OTHERS,1
2022-11,20  -  24,F,CHINESE,22
2022-11,20  -  24,M,CHINESE,21
2022-11,20  -  24,F,INDIANS,7
2022-11,20  -  24,M,INDIANS,9
2022-11,20  -  24,F,MALAYS,27
2022-11,20  -  24,M,MALAYS,37
2022-11,20  -  24,F,OTHERS,4
2022-11,20  -  24,M,OTHERS,4
2022-11,25  -  29,F,CHINESE,142
2022-11,25  -  29,M,CHINESE,133
2022-11,25  -  29,F,INDIANS,31
2022-11,25  -  29,M,INDIANS,38
2022-11,25  -  29,F,MALAYS,120
2022-11,25  -  29,M,MALAYS,116
2022-11,25  -  29,F,OTHERS,16
2022-11,25  -  29,M,OTHERS,21
2022-11,30  -  34,F,CHINESE,397
2022-11,30  -  34,M,CHINESE,424
2022-11,30  -  34,F,INDIANS,63
2022-11,30  -  34,M,INDIANS,63
2022-11,30  -  34,F,MALAYS,98
2022-11,30  -  34,M,MALAYS,120
2022-11,30  -  34,F,OTHERS,53
2022-11,30  -  34,M,OTHERS,45
2022-11,35  -  39,F,CHINESE,224
2022-11,35  -  39,M,CHINESE,234
2022-11,35  -  39,F,INDIANS,48
2022-11,35  -  39,M,INDIANS,41
2022-11,35  -  39,F,MALAYS,53
2022-11,35  -  39,M,MALAYS,58
2022-11,35  -  39,F,OTHERS,54
2022-11,35  -  39,M,OTHERS,52
2022-11,40  -  44,F,CHINESE,41
2022-11,40  -  44,M,CHINESE,44
2022-11,40  -  44,F,INDIANS,7
2022-11,40  -  44,M,INDIANS,4
2022-11,40  -  44,F,MALAYS,9
2022-11,40  -  44,M,MALAYS,8
2022-11,40  -  44,F,OTHERS,5
2022-11,40  -  44,M,OTHERS,7
2022-11,45  -  49,M,CHINESE,3
2022-11,45  -  49,F,OTHERS,1
2022-11,45  -  49,M,OTHERS,1
2022-11,50  -  54,M,CHINESE,1
2022-12,15  -  19,F,CHINESE,4
2022-12,15  -  19,M,CHINESE,1
2022-12,15  -  19,F,INDIANS,1
2022-12,15  -  19,F,MALAYS,5
2022-12,15  -  19,M,MALAYS,5
2022-12,20  -  24,F,CHINESE,7
2022-12,20  -  24,M,CHINESE,13
2022-12,20  -  24,F,INDIANS,10
2022-12,20  -  24,M,INDIANS,8
2022-12,20  -  24,F,MALAYS,30
2022-12,20  -  24,M,MALAYS,27
2022-12,20  -  24,F,OTHERS,4
2022-12,20  -  24,M,OTHERS,3
2022-12,25  -  29,F,CHINESE,132
2022-12,25  -  29,M,CHINESE,126
2022-12,25  -  29,F,INDIANS,35
2022-12,25  -  29,M,INDIANS,26
2022-12,25  -  29,F,MALAYS,83
2022-12,25  -  29,M,MALAYS,112
2022-12,25  -  29,F,OTHERS,20
2022-12,25  -  29,M,OTHERS,17
2022-12,30  -  34,F,CHINESE,406
2022-12,30  -  34,M,CHINESE,363
2022-12,30  -  34,F,INDIANS,51
2022-12,30  -  34,M,INDIANS,64
2022-12,30  -  34,F,MALAYS,108
2022-12,30  -  34,M,MALAYS,128
2022-12,30  -  34,F,OTHERS,62
2022-12,30  -  34,M,OTHERS,60
2022-12,35  -  39,F,CHINESE,213
2022-12,35  -  39,M,CHINESE,241
2022-12,35  -  39,F,INDIANS,40
2022-12,35  -  39,M,INDIANS,33
2022-12,35  -  39,F,MALAYS,57
2022-12,35  -  39,M,MALAYS,55
2022-12,35  -  39,F,OTHERS,47
2022-12,35  -  39,M,OTHERS,47
2022-12,40  -  44,F,CHINESE,59
2022-12,40  -  44,M,CHINESE,61
2022-12,40  -  44,F,INDIANS,4
2022-12,40  -  44,M,INDIANS,11
2022-12,40  -  44,F,MALAYS,9
2022-12,40  -  44,M,MALAYS,9
2022-12,40  -  44,F,OTHERS,8
2022-12,40  -  44,M,OTHERS,10
2022-12,45  -  49,F,CHINESE,4
2022-12,45  -  49,M,CHINESE,3
2022-12,45  -  49,M,OTHERS,3
